"X","SITE","Richardson_Slope","GEBCO_slope","resid","predict_steep","ISLAND","REGION"
828,"TUT-00523",7.403457621,20.8964850107829,-13.4930273897829,"Shallow","Tutuila","SAMOA"
829,"TUT-00545",7.922826907,26.0216846466064,-18.0988577396064,"Shallow","Tutuila","SAMOA"
830,"TUT-00661",7.853381097,4.29597645998001,3.55740463701999,"Shallow","Tutuila","SAMOA"
831,"TUT-00555",4.861769411,2.40335941314697,2.45840999785303,"Shallow","Tutuila","SAMOA"
832,"TUT-00594",5.450447964,2.02581572532654,3.42463223867346,"Shallow","Tutuila","SAMOA"
833,"TUT-00571",7.506545111,2.22706136107445,5.27948374992555,"Shallow","Tutuila","SAMOA"
834,"TUT-00559",8.344600887,2.48074465990066,5.86385622709934,"Shallow","Tutuila","SAMOA"
835,"TUT-00552",9.014816714,2.10020395119985,6.91461276280015,"Shallow","Tutuila","SAMOA"
836,"TUT-00533",7.433895036,14.5552696704864,-7.1213746344864,"Shallow","Tutuila","SAMOA"
837,"TUT-00585",7.130282458,1.97648438811302,5.15379806988698,"Shallow","Tutuila","SAMOA"
838,"TUT-00578",9.185867733,2.27980709075928,6.90606064224072,"Shallow","Tutuila","SAMOA"
839,"TUT-00560",9.026001584,2.66391285260518,6.36208873139482,"Shallow","Tutuila","SAMOA"
840,"TUT-00537",7.658953709,4.95815523465475,2.70079847434525,"Shallow","Tutuila","SAMOA"
841,"TUT-00550",5.690971681,22.96750831604,-17.27653663504,"Shallow","Tutuila","SAMOA"
842,"TUT-00534",7.100873701,2.19507372379303,4.90579997720697,"Shallow","Tutuila","SAMOA"
843,"TUT-00624",16.59948283,3.00714230537415,13.5923405246259,"Steep","Tutuila","SAMOA"
844,"TUT-00637",16.03644695,3.00714230537415,13.0293046446258,"Steep","Tutuila","SAMOA"
845,"TUT-00590",5.282136746,20.1403765678406,-14.8582398218406,"Shallow","Tutuila","SAMOA"
846,"TUT-00507",7.414672356,2.32564949989319,5.08902285610681,"Shallow","Tutuila","SAMOA"
847,"TUT-00529",6.963765096,2.32564949989319,4.63811559610681,"Shallow","Tutuila","SAMOA"
848,"TUT-00566",6.998363104,2.32564949989319,4.67271360410681,"Shallow","Tutuila","SAMOA"
849,"ROS-00339",35.81987031,21.330402692159,14.489467617841,"Steep","Rose","SAMOA"
850,"ROS-00315",37.82740541,22.2229585647583,15.6044468452417,"Steep","Rose","SAMOA"
851,"ROS-00319",35.2367129,22.7258790334066,12.5108338665934,"Steep","Rose","SAMOA"
852,"ROS-00314",36.95565452,23.1300338109334,13.8256207090666,"Steep","Rose","SAMOA"
853,"ROS-00347",32.36113277,22.2161089579264,10.1450238120736,"Steep","Rose","SAMOA"
854,"ROS-00331",30.12528215,23.4381742477417,6.6871079022583,"Steep","Rose","SAMOA"
855,"ROS-00329",31.2258303,23.4381742477417,7.7876560522583,"Steep","Rose","SAMOA"
856,"ROS-00345",36.33495113,21.053897857666,15.281053272334,"Steep","Rose","SAMOA"
857,"ROS-00327",35.94539317,22.4123125076294,13.5330806623706,"Steep","Rose","SAMOA"
858,"ROS-00305",35.82692363,22.4123125076294,13.4146111223706,"Steep","Rose","SAMOA"
859,"ROS-00332",35.83835543,21.2961554527283,14.5421999772717,"Steep","Rose","SAMOA"
860,"ROS-00349",37.02497506,21.3238010406494,15.7011740193506,"Steep","Rose","SAMOA"
861,"ROS-00341",28.08093856,23.018949508667,5.061989051333,"Steep","Rose","SAMOA"
862,"ROS-00317",29.25138089,23.2141888936361,6.0371919963639,"Steep","Rose","SAMOA"
863,"ROS-00321",24.24779733,26.506721496582,-2.258924166582,"Steep","Rose","SAMOA"
864,"ROS-00325",31.47043079,26.506721496582,4.963709293418,"Steep","Rose","SAMOA"
865,"ROS-00323",31.0630161,20.5323171615601,10.5306989384399,"Steep","Rose","SAMOA"
866,"ROS-00309",31.98469347,20.4726409912109,11.5120524787891,"Steep","Rose","SAMOA"
867,"ROS-00308",30.29370465,20.0145969390869,10.2791077109131,"Steep","Rose","SAMOA"
868,"ROS-00352",38.13074544,26.4023399353027,11.7284055046973,"Steep","Rose","SAMOA"
869,"ROS-00335",38.73377996,28.5531425476074,10.1806374123926,"Steep","Rose","SAMOA"
870,"ROS-00337",40.84271134,28.5531425476074,12.2895687923926,"Steep","Rose","SAMOA"
871,"ROS-00333",35.60071865,22.484317779541,13.116400870459,"Steep","Rose","SAMOA"
872,"ROS-00320",27.13940776,23.018949508667,4.120458251333,"Steep","Rose","SAMOA"
873,"ROS-00311",28.99681681,22.7258790334066,6.2709377765934,"Steep","Rose","SAMOA"
874,"ROS-00340",30.09427237,24.9669748942057,5.1272974757943,"Steep","Rose","SAMOA"
875,"ROS-00350",41.67041877,24.8029880523682,16.8674307176318,"Steep","Rose","SAMOA"
876,"ROS-00306",36.23560003,19.9117860794067,16.3238139505933,"Steep","Rose","SAMOA"
877,"ROS-00343",35.05001025,24.2754611968994,10.7745490531006,"Steep","Rose","SAMOA"
878,"ROS-00324",31.11331273,26.9692459106445,4.1440668193555,"Steep","Rose","SAMOA"
879,"ROS-00307",31.36443827,26.9692459106445,4.3951923593555,"Steep","Rose","SAMOA"
880,"TAU-00061",19.21607809,13.9121251106262,5.3039529793738,"Steep","Tau","SAMOA"
881,"TAU-00073",8.372053622,15.3349237442017,-6.9628701222017,"Shallow","Tau","SAMOA"
882,"TAU-00093",9.537446119,17.0327396392822,-7.4952935202822,"Shallow","Tau","SAMOA"
883,"TAU-00062",8.039924587,14.3349800109863,-6.2950554239863,"Shallow","Tau","SAMOA"
884,"TAU-00071",12.16850441,13.0754742622375,-0.9069698522375,"Steep","Tau","SAMOA"
885,"TAU-00065",7.094845279,14.3239793777466,-7.2291340987466,"Shallow","Tau","SAMOA"
886,"TAU-00067",22.027855,3.0305597782135,18.9972952217865,"Steep","Tau","SAMOA"
887,"TAU-00095",13.65297362,18.2732019424438,-4.6202283224438,"Steep","Tau","SAMOA"
888,"TAU-00081",14.60379206,19.2625528971354,-4.6587608371354,"Steep","Tau","SAMOA"
889,"TAU-00083",9.956601637,19.9420719146729,-9.9854702776729,"Shallow","Tau","SAMOA"
890,"TAU-00085",12.27272712,14.7713782787323,-2.4986511587323,"Steep","Tau","SAMOA"
891,"TAU-00063",31.47586881,24.7668581008911,6.7090107091089,"Steep","Tau","SAMOA"
892,"TAU-00077",21.67660111,16.3923018773397,5.2842992326603,"Steep","Tau","SAMOA"
893,"TAU-00075",20.67676542,20.4997272491455,0.177038170854498,"Steep","Tau","SAMOA"
894,"TAU-00091",23.56557957,22.749979019165,0.815600550835001,"Steep","Tau","SAMOA"
895,"TAU-00101",26.49435332,23.8306570053101,2.6636963146899,"Steep","Tau","SAMOA"
896,"TAU-00105",29.72476358,23.5255002975464,6.1992632824536,"Steep","Tau","SAMOA"
897,"TAU-00080",26.06572964,33.1554412841797,-7.0897116441797,"Steep","Tau","SAMOA"
898,"TAU-00103",25.28060472,30.7507826487223,-5.4701779287223,"Steep","Tau","SAMOA"
899,"TAU-00087",6.163098087,20.71875,-14.555651913,"Shallow","Tau","SAMOA"
900,"TAU-00098",24.34269391,15.9996480941772,8.3430458158228,"Steep","Tau","SAMOA"
901,"TAU-00097",20.26925099,14.5943069458008,5.6749440441992,"Steep","Tau","SAMOA"
902,"OLO-00471",6.039585603,10.3195845286051,-4.2799989256051,"Shallow","Ofu & Olosega","SAMOA"
903,"OLO-00451",14.70251806,22.8105030059814,-8.1079849459814,"Steep","Ofu & Olosega","SAMOA"
904,"OLO-00465",6.69145671,17.0593519210815,-10.3678952110815,"Shallow","Ofu & Olosega","SAMOA"
905,"OLO-00479",5.171489716,5.20422506332397,-0.0327353473239702,"Shallow","Ofu & Olosega","SAMOA"
906,"OLO-00459",10.77868713,11.8457889556885,-1.0671018256885,"Steep","Ofu & Olosega","SAMOA"
907,"OLO-00447",11.32492861,26.2749729156494,-14.9500443056494,"Steep","Ofu & Olosega","SAMOA"
908,"OLO-00443",6.707968452,5.20422506332397,1.50374338867603,"Shallow","Ofu & Olosega","SAMOA"
909,"OLO-00469",8.177398725,9.34236566225688,-1.16496693725688,"Shallow","Ofu & Olosega","SAMOA"
910,"OFU-00477",7.147381109,24.1565011342367,-17.0091200252367,"Shallow","Ofu & Olosega","SAMOA"
911,"OFU-00449",6.544962416,2.61056154966354,3.93440086633646,"Shallow","Ofu & Olosega","SAMOA"
912,"OFU-00478",8.551470352,7.3630108833313,1.1884594686687,"Shallow","Ofu & Olosega","SAMOA"
913,"OFU-00481",15.4913249,24.2611293792725,-8.7698044792725,"Steep","Ofu & Olosega","SAMOA"
914,"OFU-00426",8.430204055,7.23804378509521,1.19216026990479,"Shallow","Ofu & Olosega","SAMOA"
915,"OFU-00474",7.450190221,7.23804378509521,0.212146435904789,"Shallow","Ofu & Olosega","SAMOA"
916,"OLO-00445",8.779041117,5.90050029754639,2.87854081945361,"Shallow","Ofu & Olosega","SAMOA"
917,"OFU-00476",4.84304782,6.60231979688009,-1.75927197688009,"Shallow","Ofu & Olosega","SAMOA"
918,"OFU-00473",4.671859229,23.9623413085938,-19.2904820795938,"Shallow","Ofu & Olosega","SAMOA"
919,"OFU-00429",15.12877498,19.8647203445435,-4.7359453645435,"Steep","Ofu & Olosega","SAMOA"
920,"OFU-00422",7.09894853,10.9493775367737,-3.8504290067737,"Shallow","Ofu & Olosega","SAMOA"
921,"OLO-00480",8.140110836,11.8776404062907,-3.7375295702907,"Shallow","Ofu & Olosega","SAMOA"
922,"OFU-00425",5.30154827,9.05065250396729,-3.74910423396729,"Shallow","Ofu & Olosega","SAMOA"
923,"JAR-00215",35.11994223,20.4541339874268,14.6658082425732,"Steep","Jarvis","PRIAs"
924,"JAR-00243",35.71042386,24.6055393218994,11.1048845381006,"Steep","Jarvis","PRIAs"
925,"JAR-00230",28.9500884,26.9228668212891,2.0272215787109,"Steep","Jarvis","PRIAs"
926,"JAR-00255",28.78834894,17.9071048100789,10.8812441299211,"Steep","Jarvis","PRIAs"
927,"JAR-00263",33.44188723,23.1707563400269,10.2711308899731,"Steep","Jarvis","PRIAs"
928,"JAR-00218",30.74788487,26.7821645736694,3.9657202963306,"Steep","Jarvis","PRIAs"
929,"JAR-00259",2.403528189,13.0353991985321,-10.6318710095321,"Shallow","Jarvis","PRIAs"
930,"JAR-00262",25.52218359,16.8511511484782,8.6710324415218,"Steep","Jarvis","PRIAs"
931,"JAR-00223",20.37170491,19.300750096639,1.070954813361,"Steep","Jarvis","PRIAs"
932,"JAR-00228",29.99552839,27.2375249862671,2.7580034037329,"Steep","Jarvis","PRIAs"
933,"JAR-00217",14.59385383,26.7903242111206,-12.1964703811206,"Steep","Jarvis","PRIAs"
934,"JAR-00229",6.319040159,16.4034868876139,-10.0844467286139,"Shallow","Jarvis","PRIAs"
935,"JAR-00231",8.927848279,22.3287601470947,-13.4009118680947,"Shallow","Jarvis","PRIAs"
936,"JAR-00245",2.276500636,19.7358074188232,-17.4593067828232,"Shallow","Jarvis","PRIAs"
937,"JAR-00241",5.540678751,13.1343650817871,-7.5936863307871,"Shallow","Jarvis","PRIAs"
938,"JAR-00247",17.27693801,20.0967048009237,-2.8197667909237,"Steep","Jarvis","PRIAs"
939,"JAR-00265",30.13202303,26.7821645736694,3.3498584563306,"Steep","Jarvis","PRIAs"
940,"JAR-00207",29.52672624,21.6096515655518,7.9170746744482,"Steep","Jarvis","PRIAs"
941,"JAR-00249",35.35169954,20.4541339874268,14.8975655525732,"Steep","Jarvis","PRIAs"
942,"JAR-00211",24.11117018,20.6829738616943,3.4281963183057,"Steep","Jarvis","PRIAs"
943,"JAR-00237",18.60355781,18.7943607966105,-0.1908029866105,"Steep","Jarvis","PRIAs"
944,"JAR-00268",15.89959176,20.8009980519613,-4.9014062919613,"Steep","Jarvis","PRIAs"
945,"JAR-00220",31.74491552,22.5871315002441,9.1577840197559,"Steep","Jarvis","PRIAs"
946,"JAR-00264",35.46883358,23.5395984649658,11.9292351150342,"Steep","Jarvis","PRIAs"
947,"JAR-00219",18.94919402,20.8009980519613,-1.8518040319613,"Steep","Jarvis","PRIAs"
948,"JAR-00235",22.39028325,18.2026755809784,4.1876076690216,"Steep","Jarvis","PRIAs"
949,"JAR-00216",17.97981047,15.453090985616,2.526719484384,"Steep","Jarvis","PRIAs"
950,"JAR-00221",0.759861681,9.36184787750244,-8.60198619650244,"Shallow","Jarvis","PRIAs"
951,"JAR-00213",13.16900786,23.6252365112305,-10.4562286512305,"Steep","Jarvis","PRIAs"
952,"JAR-00239",7.166482983,19.7358074188232,-12.5693244358232,"Shallow","Jarvis","PRIAs"
953,"JAR-00233",3.320922016,19.7358074188232,-16.4148854028232,"Shallow","Jarvis","PRIAs"
954,"JAR-00236",23.82159954,17.9519087473551,5.8696907926449,"Steep","Jarvis","PRIAs"
955,"JAR-00224",9.70713422,14.3092501163483,-4.6021158963483,"Shallow","Jarvis","PRIAs"
956,"JAR-00201",9.864105448,21.9124511082967,-12.0483456602967,"Shallow","Jarvis","PRIAs"
957,"JAR-00257",0.768435847,10.0822834968567,-9.3138476498567,"Shallow","Jarvis","PRIAs"
958,"JAR-00266",0.803217288,10.71808385849,-9.91486657049,"Shallow","Jarvis","PRIAs"
959,"JAR-00267",28.61211072,26.6714382171631,1.9406725028369,"Steep","Jarvis","PRIAs"
960,"JAR-00242",0.889891958,15.2087526321411,-14.3188606741411,"Shallow","Jarvis","PRIAs"
961,"JAR-00246",0.764465172,12.2853002548218,-11.5208350828218,"Shallow","Jarvis","PRIAs"
962,"JAR-00269",30.35253068,27.2375249862671,3.1150056937329,"Steep","Jarvis","PRIAs"
963,"JAR-00261",37.83224783,22.9471006393433,14.8851471906567,"Steep","Jarvis","PRIAs"
964,"KIN-00187",28.28739486,27.9292116165161,0.3581832434839,"Steep","Kingman","PRIAs"
965,"KIN-00204",27.73569025,10.0198285579681,17.7158616920319,"Steep","Kingman","PRIAs"
966,"KIN-00217",25.61945297,16.4553184509277,9.1641345190723,"Steep","Kingman","PRIAs"
967,"KIN-00215",25.26591651,8.03611135482788,17.2298051551721,"Steep","Kingman","PRIAs"
968,"KIN-00193",1.53218192,7.93609189987183,-6.40390997987183,"Shallow","Kingman","PRIAs"
969,"KIN-00211",21.03448349,22.5827322006226,-1.5482487106226,"Steep","Kingman","PRIAs"
970,"KIN-00190",21.02807028,22.1752573649089,-1.1471870849089,"Steep","Kingman","PRIAs"
971,"KIN-00208",21.12947883,22.605260848999,-1.475782018999,"Steep","Kingman","PRIAs"
972,"KIN-00205",14.74531971,17.9912703831991,-3.2459506731991,"Steep","Kingman","PRIAs"
973,"KIN-00182",14.80405793,28.9127264022827,-14.1086684722827,"Steep","Kingman","PRIAs"
974,"KIN-00202",26.13426738,21.2392896016439,4.8949777783561,"Steep","Kingman","PRIAs"
975,"KIN-00222",15.9290204,26.0670433044434,-10.1380229044434,"Steep","Kingman","PRIAs"
976,"KIN-00186",27.27142716,25.5964441299438,1.6749830300562,"Steep","Kingman","PRIAs"
977,"KIN-00197",1.200415501,12.0809631347656,-10.8805476337656,"Shallow","Kingman","PRIAs"
978,"KIN-00195",4.476386617,27.7333354949951,-23.2569488779951,"Shallow","Kingman","PRIAs"
979,"KIN-00191",10.46369084,26.8465016682943,-16.3828108282943,"Steep","Kingman","PRIAs"
980,"KIN-00185",19.05948377,26.8338356018066,-7.7743518318066,"Steep","Kingman","PRIAs"
981,"KIN-00201",1.735204395,23.0691738128662,-21.3339694178662,"Shallow","Kingman","PRIAs"
982,"KIN-00183",19.40599137,23.6217470169067,-4.2157556469067,"Steep","Kingman","PRIAs"
983,"KIN-00198",9.47102032,18.6445608139038,-9.1735404939038,"Shallow","Kingman","PRIAs"
984,"KIN-00189",26.09435674,21.0278463363647,5.0665104036353,"Steep","Kingman","PRIAs"
985,"KIN-00188",21.61514953,22.1752573649089,-0.560107834908901,"Steep","Kingman","PRIAs"
986,"KIN-00203",16.71323429,21.7769374847412,-5.0637031947412,"Steep","Kingman","PRIAs"
987,"KIN-00207",14.48734751,16.6429166793823,-2.1555691693823,"Steep","Kingman","PRIAs"
988,"KIN-00200",2.224333568,7.93609189987183,-5.71175833187183,"Shallow","Kingman","PRIAs"
989,"PAL-00300",17.67637475,18.7335176467896,-1.0571428967896,"Steep","Palmyra","PRIAs"
990,"PAL-00229",16.09571443,24.1143569946289,-8.0186425646289,"Steep","Palmyra","PRIAs"
991,"PAL-00277",20.23904434,26.0459861755371,-5.8069418355371,"Steep","Palmyra","PRIAs"
992,"PAL-00251",13.10870546,20.1620864868164,-7.0533810268164,"Steep","Palmyra","PRIAs"
993,"PAL-00307",14.8607991,24.8328485488892,-9.9720494488892,"Steep","Palmyra","PRIAs"
994,"PAL-00305",15.29324238,15.4194049835205,-0.1261626035205,"Steep","Palmyra","PRIAs"
995,"PAL-00272",22.26615832,18.8105058670044,3.4556524529956,"Steep","Palmyra","PRIAs"
996,"PAL-00301",15.42601538,16.4915022850037,-1.0654869050037,"Steep","Palmyra","PRIAs"
997,"PAL-00254",20.053924,20.1065864562988,-0.0526624562988012,"Steep","Palmyra","PRIAs"
998,"PAL-00295",23.55165524,18.8105058670044,4.7411493729956,"Steep","Palmyra","PRIAs"
999,"PAL-00215",22.33500437,21.4149217605591,0.9200826094409,"Steep","Palmyra","PRIAs"
1000,"PAL-00282",18.7689181,20.5282392501831,-1.7593211501831,"Steep","Palmyra","PRIAs"
1001,"PAL-00321",18.36377096,26.6695890426636,-8.3058180826636,"Steep","Palmyra","PRIAs"
1002,"PAL-00245",1.584606656,20.1584477424622,-18.5738410864622,"Shallow","Palmyra","PRIAs"
1003,"PAL-00323",23.8204506,21.0187428792318,2.8017077207682,"Steep","Palmyra","PRIAs"
1004,"PAL-00233",17.46274236,25.9614915847778,-8.4987492247778,"Steep","Palmyra","PRIAs"
1005,"PAL-00319",20.10843073,21.9352830251058,-1.8268522951058,"Steep","Palmyra","PRIAs"
1006,"PAL-00223",17.90690344,22.3538389205933,-4.4469354805933,"Steep","Palmyra","PRIAs"
1007,"PAL-00278",12.46098791,24.1143569946289,-11.6533690846289,"Steep","Palmyra","PRIAs"
1008,"PAL-00317",21.05903918,24.1936327616374,-3.1345935816374,"Steep","Palmyra","PRIAs"
1009,"PAL-00249",4.805909635,15.4487919807434,-10.6428823457434,"Shallow","Palmyra","PRIAs"
1010,"PAL-00303",3.296463554,19.0130722522736,-15.7166086982736,"Shallow","Palmyra","PRIAs"
1011,"PAL-00302",17.57749382,23.5280310312907,-5.9505372112907,"Steep","Palmyra","PRIAs"
1012,"PAL-00247",9.215225084,19.3193101882935,-10.1040851042935,"Shallow","Palmyra","PRIAs"
1013,"PAL-00306",16.251655,19.2864322662354,-3.0347772662354,"Steep","Palmyra","PRIAs"
1014,"PAL-00253",15.06273194,22.9760093688965,-7.9132774288965,"Steep","Palmyra","PRIAs"
1015,"PAL-00322",20.74499687,24.4679873784383,-3.7229905084383,"Steep","Palmyra","PRIAs"
1016,"PAL-00239",15.89398964,28.9659557342529,-13.0719660942529,"Steep","Palmyra","PRIAs"
1017,"PAL-00203",17.03905915,22.7276620864868,-5.6886029364868,"Steep","Palmyra","PRIAs"
1018,"OAH-00348",2.003968851,6.23845338821411,-4.23448453721411,"Shallow","Oahu","MHI"
1019,"OAH-00304",2.775164678,3.94594240188599,-1.17077772388599,"Shallow","Oahu","MHI"
1020,"OAH-00365",2.130825529,1.80502311388651,0.32580241511349,"Shallow","Oahu","MHI"
1021,"OAH-00306",1.874020208,1.11006426811218,0.76395593988782,"Shallow","Oahu","MHI"
1022,"OAH-00364",0.889014946,1.75990599393845,-0.87089104793845,"Shallow","Oahu","MHI"
1023,"OAH-00315",1.953257285,1.12252813577652,0.83072914922348,"Shallow","Oahu","MHI"
1024,"MAI-00322",3.197953613,2.31451618671417,0.88343742628583,"Shallow","Maui","MHI"
1025,"LAN-00172",7.505021931,8.1816987991333,-0.676676868133301,"Shallow","Lanai","MHI"
1026,"LAN-00234",5.659422242,3.62707829475403,2.03234394724597,"Shallow","Lanai","MHI"
1027,"LAN-00193",7.802499034,10.0242471694946,-2.2217481354946,"Shallow","Lanai","MHI"
1028,"LAN-00201",8.215705421,7.08198738098145,1.13371804001855,"Shallow","Lanai","MHI"
1029,"LAN-00205",5.66692494,3.62707829475403,2.03984664524597,"Shallow","Lanai","MHI"
1030,"LAN-00171",4.033398287,4.96969127655029,-0.93629298955029,"Shallow","Lanai","MHI"
1031,"LAN-00231",3.451036626,2.60342931747436,0.84760730852564,"Shallow","Lanai","MHI"
1032,"LAN-00196",6.363313901,3.84727346897125,2.51604043202875,"Shallow","Lanai","MHI"
1033,"LAN-00194",5.274855035,5.55186033248901,-0.27700529748901,"Shallow","Lanai","MHI"
1034,"LAN-00200",5.525338968,5.55186033248901,-0.0265213644890103,"Shallow","Lanai","MHI"
1035,"LAN-00192",2.790649607,2.81139731407165,-0.0207477070716497,"Shallow","Lanai","MHI"
1036,"MAI-00360",14.06080101,5.3599235534668,8.7008774565332,"Steep","Maui","MHI"
1037,"MOL-00337",1.19826685,0.843209773302078,0.355057076697922,"Shallow","Molokai","MHI"
1038,"MOL-00335",0.554252281,0.19709549844265,0.35715678255735,"Shallow","Molokai","MHI"
1039,"MOL-00343",2.746699612,1.71143388748169,1.03526572451831,"Shallow","Molokai","MHI"
1040,"MOL-00339",1.089137553,0.810230672359467,0.278906880640533,"Shallow","Molokai","MHI"
1041,"MOL-00336",0.911948072,0.69726750254631,0.21468056945369,"Shallow","Molokai","MHI"
1042,"MOL-00340",0.425808751,0.354805290699005,0.071003460300995,"Shallow","Molokai","MHI"
1043,"MOL-00179",2.704545928,3.16382694244385,-0.45928101444385,"Shallow","Molokai","MHI"
1044,"MOL-00170",4.57035257,2.85116815567017,1.71918441432983,"Shallow","Molokai","MHI"
1045,"MOL-00226",2.838185533,2.15028285980225,0.68790267319775,"Shallow","Molokai","MHI"
1046,"MOL-00176",2.448989173,1.87139123678207,0.57759793621793,"Shallow","Molokai","MHI"
1047,"MOL-00227",2.994569838,22.9145164489746,-19.9199466109746,"Shallow","Molokai","MHI"
1048,"MOL-00216",3.699751666,2.8729948202769,0.8267568457231,"Shallow","Molokai","MHI"
1049,"MOL-00219",2.584368218,2.15028285980225,0.43408535819775,"Shallow","Molokai","MHI"
1050,"MOL-00183",4.684234387,2.35427975654602,2.32995463045398,"Shallow","Molokai","MHI"
1051,"MOL-00180",3.353015735,12.3316134810448,-8.9785977460448,"Shallow","Molokai","MHI"
1052,"MOL-00171",1.595939613,1.40026772022247,0.19567189277753,"Shallow","Molokai","MHI"
1053,"MOL-00178",2.844062599,3.02621185779571,-0.18214925879571,"Shallow","Molokai","MHI"
1054,"MOL-00172",3.525583138,11.9528853297234,-8.4273021917234,"Shallow","Molokai","MHI"
1055,"MOL-00218",3.95875511,7.69532583157221,-3.73657072157221,"Shallow","Molokai","MHI"
1056,"MOL-00177",4.516243931,2.72407031059265,1.79217362040735,"Shallow","Molokai","MHI"
1057,"MAI-00283",4.342413113,6.36643505096435,-2.02402193796435,"Shallow","Maui","MHI"
1058,"MAI-00277",4.085196609,3.66329526901245,0.42190133998755,"Shallow","Maui","MHI"
1059,"MAI-00280",5.847144064,6.64040732383728,-0.79326325983728,"Shallow","Maui","MHI"
1060,"MAI-00347",3.550551492,2.42338299751282,1.12716849448718,"Shallow","Maui","MHI"
1061,"MAI-00274",3.336327034,3.53241944313049,-0.19609240913049,"Shallow","Maui","MHI"
1062,"MAI-00321",2.958938028,3.10937325159709,-0.15043522359709,"Shallow","Maui","MHI"
1063,"MAI-00390",2.770263587,2.58490121364594,0.18536237335406,"Shallow","Maui","MHI"
1064,"MAI-00320",3.783071944,4.43302583694458,-0.64995389294458,"Shallow","Maui","MHI"
1065,"MAI-00392",4.229092311,2.50127017498016,1.72782213601984,"Shallow","Maui","MHI"
1066,"MAI-00399",1.722288421,2.60645866394043,-0.88417024294043,"Shallow","Maui","MHI"
1067,"MAI-00397",4.637491739,2.31681379675865,2.32067794224135,"Shallow","Maui","MHI"
1068,"MAI-00315",3.498521588,2.82866668701172,0.66985490098828,"Shallow","Maui","MHI"
1069,"MAI-00396",1.958847173,1.98000454902649,-0.0211573760264898,"Shallow","Maui","MHI"
1070,"MOL-00201",3.441954588,0.919182181358337,2.52277240664166,"Shallow","Molokai","MHI"
1071,"LAN-00207",4.141310296,2.45476770401001,1.68654259198999,"Shallow","Lanai","MHI"
1072,"LAN-00182",4.048309918,4.96969127655029,-0.92138135855029,"Shallow","Lanai","MHI"
1073,"LAN-00152",1.869542613,0.893899828195572,0.975642784804428,"Shallow","Lanai","MHI"
1074,"LAN-00177",1.695970315,1.05197405815124,0.64399625684876,"Shallow","Lanai","MHI"
1075,"LAN-00218",3.264647414,1.93254482746124,1.33210258653876,"Shallow","Lanai","MHI"
1076,"OAH-00298",2.115304507,3.10215353965759,-0.98684903265759,"Shallow","Oahu","MHI"
1077,"OAH-00292",2.260786207,1.85784816741943,0.40293803958057,"Shallow","Oahu","MHI"
1078,"OAH-00347",3.688617207,7.57061672210693,-3.88199951510693,"Shallow","Oahu","MHI"
1079,"OAH-00356",2.368831365,3.94594240188599,-1.57711103688599,"Shallow","Oahu","MHI"
1080,"OAH-00294",1.970685326,8.07510089874268,-6.10441557274268,"Shallow","Oahu","MHI"
1081,"OAH-00460",3.415119671,5.34984159469604,-1.93472192369604,"Shallow","Oahu","MHI"
1082,"MAI-00438",1.977678259,1.34706580638885,0.63061245261115,"Shallow","Maui","MHI"
1083,"HAW-00416",3.406151228,5.98378896713257,-2.57763773913257,"Shallow","Hawaii","MHI"
1084,"HAW-00402",2.989489374,5.34227681159973,-2.35278743759973,"Shallow","Hawaii","MHI"
1085,"HAW-00398",2.934168242,6.11608457565308,-3.18191633365308,"Shallow","Hawaii","MHI"
1086,"HAW-00448",3.11583308,7.36055421829224,-4.24472113829224,"Shallow","Hawaii","MHI"
1087,"HAW-00395",3.182598,6.23656463623047,-3.05396663623047,"Shallow","Hawaii","MHI"
1088,"HAW-00765",29.17437887,22.3595867156982,6.8147921543018,"Steep","Hawaii","MHI"
1089,"HAW-00506",7.982428457,14.3604621887207,-6.3780337317207,"Shallow","Hawaii","MHI"
1090,"HAW-00487",4.061066244,10.9774942398071,-6.9164279958071,"Shallow","Hawaii","MHI"
1091,"HAW-00631",4.281861163,4.12099456787109,0.16086659512891,"Shallow","Hawaii","MHI"
1092,"HAW-00748",4.14582782,0.915002167224884,3.23082565277512,"Shallow","Hawaii","MHI"
1093,"HAW-00629",2.023183182,1.11759567260742,0.90558750939258,"Shallow","Hawaii","MHI"
1094,"HAW-00632",2.032834494,0.761733412742615,1.27110108125738,"Shallow","Hawaii","MHI"
1095,"HAW-00642",26.30620943,1.89346635341644,24.4127430765836,"Steep","Hawaii","MHI"
1096,"HAW-00625",30.17217456,11.7611498832703,18.4110246767297,"Steep","Hawaii","MHI"
1097,"HAW-00648",21.29914265,11.4249629974365,9.8741796525635,"Steep","Hawaii","MHI"
1098,"HAW-00754",30.38074981,6.35240942239761,24.0283403876024,"Steep","Hawaii","MHI"
1099,"HAW-00662",21.70257813,7.8540301322937,13.8485479977063,"Steep","Hawaii","MHI"
1100,"HAW-00759",31.72488594,13.7267017364502,17.9981842035498,"Steep","Hawaii","MHI"
1101,"HAW-00750",31.43765927,12.6917953491211,18.7458639208789,"Steep","Hawaii","MHI"
1102,"HAW-00751",16.38319386,9.05359840393066,7.32959545606934,"Steep","Hawaii","MHI"
1103,"HAW-00663",15.94275971,7.07979083061218,8.86296887938782,"Steep","Hawaii","MHI"
1104,"HAW-00757",21.86226438,7.5226149559021,14.3396494240979,"Steep","Hawaii","MHI"
1105,"HAW-00755",29.86484957,8.16367260615031,21.7011769638497,"Steep","Hawaii","MHI"
