"METHOD","REGION","OBS_YEAR","ISLAND","PERM_SITE","CLIMATE_STATION_YN","SITE","REEF_ZONE","DEPTH_BIN","SITEVISITID","CCA","CORAL","EMA","HALI","I","MA","SC","SED","TURF","N","new.N","CCA_CORAL","BSR","MISSIONID","DATE_","SEC_NAME","new_MIN_DEPTH_M","new_MAX_DEPTH_M","LATITUDE_LOV","LONGITUDE_LOV","ANALYSIS_YEAR","ANALYSIS_SCHEME","TRANSECT_PHOTOS","EXCLUDE_FLAG","Oceanography","OCC_SITEID"
"CPCE","NWHI",2013,"Pearl & Hermes",-1,0,"PHR-00044","Forereef","Mid",6343,3.28467153284672,30.2919708029197,0,2.91970802919708,0,0.364963503649635,0,1.09489051094891,62.043795620438,300,274,33.5766423357664,0.538011695906433,"HA1305",2013-09-10,"Pearl & Hermes",14,14,27.91062,-175.9048,"2013","RAMP_BASIC","-1",0,1,NA
"CPCE","NWHI",2013,"Pearl & Hermes",0,-1,"PHR-00050","Forereef","UNKNOWN",6346,0.719424460431655,0,0.359712230215827,0,0,72.3021582733813,0,18.3453237410072,8.27338129496403,300,278,0.719424460431655,0.00892857142857143,"HA1305",2013-09-11,"Pearl & Hermes",NA,14.62969,27.78237,-175.882,"2013","RAMP_BASIC","-1",0,1,"OCC-PHR-012"
"CPCE","NWHI",2013,"Pearl & Hermes",0,-1,"PHR-00051","Forereef","UNKNOWN",6323,0,2.17391304347826,0,0,0,0.36231884057971,0,1.08695652173913,96.3768115942029,300,276,2.17391304347826,0.0224719101123595,"HA1305",2013-09-10,"Pearl & Hermes",NA,13.71533,27.86679,-175.7336,"2013","RAMP_BASIC","-1",0,1,NA
"CPCE","NWHI",2013,"Pearl & Hermes",0,-1,"PHR-00052","Forereef","UNKNOWN",6324,11.0169491525424,1.27118644067797,5.93220338983051,11.864406779661,0,0,0,0,69.9152542372881,280,236,12.2881355932203,0.175757575757576,"HA1305",2013-09-10,"Pearl & Hermes",NA,13.10576,27.94055,-175.8616,"2013","RAMP_BASIC","-1",0,1,"OCC-PHR-002"
"CPCE","NWHI",2013,"Pearl & Hermes",-1,0,"PHR-00053","UNKNOWN","UNKNOWN",6325,23.826714801444,14.4404332129964,2.88808664259928,2.88808664259928,0,0,0,0,55.956678700361,300,277,38.2671480144404,0.683870967741935,"HA1305",2013-09-10,"Pearl & Hermes",NA,14.62969,27.95493,-175.8358,"2013","RAMP_BASIC","-1",0,1,NA
"CPCE","NWHI",2013,"Pearl & Hermes",0,-1,"PHR-00054","Forereef","UNKNOWN",6348,1.14068441064639,7.22433460076046,0.760456273764259,1.14068441064639,0.380228136882129,39.1634980988593,0,10.2661596958175,39.9239543726236,300,263,8.36501901140684,0.105769230769231,"HA1305",2013-09-11,"Pearl & Hermes",NA,13.71533,27.79316,-175.9972,"2013","RAMP_BASIC","-1",0,1,"OCC-PHR-016"
"CPCE","PRIAs",2012,"Baker",-1,0,"BAK-00002","Forereef","Mid",4318,25.2089136490251,14.6935933147632,15.1114206128134,15.6685236768802,0,0.766016713091922,0,1.88022284122563,26.6713091922006,1600,1436,39.9025069637883,1.45431472081218,"HA1201",2012-03-17,"Baker",16,16,0.1883,-176.47988,"2012","RAMP_BASIC","-1",0,0,"OCC-BAK-008"
"CPCE","PRIAs",2012,"Baker",-1,0,"BAK-00011","Forereef","Mid",4305,8.21068938807126,11.4639814097599,13.0906274206042,0,21.8435321456235,0.0774593338497289,0,0.309837335398916,45.0038729666925,1600,1291,19.6746707978311,0.436426116838488,"HA1201",2012-03-15,"Baker",9,12,0.1989,-176.485,"2012","RAMP_BASIC","-1",0,0,"OCC-BAK-011"
"CPCE","PRIAs",2012,"Baker",-1,0,"BAK-00014","Forereef","Mid",4306,16.8539325842697,21.685393258427,21.685393258427,1.79775280898876,0,0.112359550561798,0,5.28089887640449,32.5842696629214,960,890,38.5393258426966,1.1786941580756,"HA1201",2012-03-15,"Baker",15,17,0.20532,-176.47439,"2012","RAMP_BASIC","-1",0,0,"OCC-BAK-003"
"CPCE","PRIAs",2012,"Baker",-1,0,"BAK-00016","Forereef","Mid",4317,15.5294117647059,30.7058823529412,31.0588235294118,0,0,1.17647058823529,0,0,21.5294117647059,960,850,46.2352941176471,2.03626943005181,"HA1201",2012-03-16,"Baker",12,12,0.1947,-176.4628,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Howland",-1,0,"HOW-00005","Forereef","Mid",4260,8.66089273817455,7.59493670886076,8.26115922718188,0.466355762824783,58.1612258494337,1.26582278481013,0,1.99866755496336,13.5909393737508,1600,1501,16.2558294470353,1.09417040358744,"HA1201",2012-03-12,"Howland",11,12,0.8042,-176.6215,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Howland",-1,0,"HOW-00011","Forereef","Mid",4280,17.9930795847751,29.2041522491349,13.6332179930796,1.73010380622837,1.24567474048443,1.52249134948097,2.21453287197232,0.968858131487889,31.4878892733564,1600,1445,47.19723183391,1.42976939203354,"HA1201",2012-03-13,"Howland",12,15,0.7989,-176.6205,"2012","RAMP_BASIC","-1",0,0,"OCC-HOW-005"
"CPCE","PRIAs",2012,"Howland",-1,0,"HOW-00014","Forereef","Mid",4247,15.7239819004525,26.0180995475113,5.88235294117647,1.35746606334842,6.67420814479638,0.678733031674208,0,4.41176470588235,39.2533936651584,960,884,41.7420814479638,1.04532577903683,"HA1201",2012-03-11,"Howland",13,15,0.81492,-176.623989,"2012","RAMP_BASIC","-1",0,0,"OCC-HOW-009"
"CPCE","PRIAs",2012,"Jarvis",-1,-1,"JAR-00001","Forereef","Mid",4839,52.0833333333333,15.1315789473684,11.4035087719298,4.60526315789474,0.109649122807018,0,0,0,16.6666666666667,960,912,67.2149122807018,4.03289473684211,"HA1201",2012-05-04,"Jarvis",11,20,-0.36783,-159.97953,"2012","RAMP_BASIC","-1",0,0,"OCC-JAR-003"
"CPCE","PRIAs",2012,"Jarvis",-1,0,"JAR-00007","Forereef","Mid",4834,0.871459694989107,4.46623093681917,1.63398692810458,0,0,0.65359477124183,76.5795206971678,8.06100217864924,7.73420479302832,960,918,5.33769063180828,0.636363636363636,"HA1201",2012-05-03,"Jarvis",11,15,-0.3764,-160.0144,"2012","RAMP_BASIC","-1",0,0,"OCC-JAR-011"
"CPCE","PRIAs",2012,"Jarvis",-1,0,"JAR-00008","Forereef","Mid",4838,17.7727784026997,14.9606299212598,13.7232845894263,0.78740157480315,0,3.37457817772778,0,0,49.3813273340832,960,889,32.7334083239595,0.62046908315565,"HA1201",2012-05-04,"Jarvis",12,15,-0.36334,-159.99086,"2012","RAMP_BASIC","-1",0,0,"OCC-JAR-001"
"CPCE","PRIAs",2012,"Jarvis",-1,0,"JAR-00010","Forereef","Mid",4840,12.8992628992629,28.5012285012285,13.2678132678133,0.245700245700246,0.122850122850123,0.368550368550369,0,0,44.5945945945946,930,814,41.4004914004914,0.920765027322404,"HA1201",2012-05-04,"Jarvis",11,16,-0.38055,-159.9731,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Jarvis",-1,-1,"JAR-00011","Forereef","Mid",4887,7.07656612529002,71.5777262180975,3.82830626450116,0,0,0,0,0.116009280742459,17.4013921113689,960,862,78.6542923433875,4.52,"HA1201",2012-05-06,"Jarvis",11,15,-0.3695,-160.0086,"2012","RAMP_BASIC","-1",0,0,"OCC-JAR-013"
"CPCE","PRIAs",2012,"Johnston",-1,0,"JOH-00009","Lagoon","Mid",4195,25.6670902160102,13.9771283354511,3.30368487928844,0.381194409148666,0,0.762388818297332,0,0.381194409148666,55.5273189326557,960,787,39.6442185514612,0.704288939051919,"HA1201",2012-03-02,"Johnston",11,14,16.7286,-169.48565,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Johnston",-1,0,"JOH-00010","Lagoon","Mid",4203,0.115874855156431,31.7497103128621,2.20162224797219,0,0,0.115874855156431,0,3.82387022016222,61.9930475086906,960,863,31.8655851680185,0.513059701492537,"HA1201",2012-03-03,"Johnston",13,14,16.76325,-169.51203,"2012","RAMP_BASIC","-1",0,0,"OCC-JOH-011"
"CPCE","PRIAs",2012,"Johnston",-1,0,"JOH-00011","Lagoon","Mid",4211,6.72546857772878,31.5325248070562,0,0,0,0,0,1.10253583241455,60.6394707828004,960,907,38.257993384785,0.630909090909091,"HA1201",2012-03-04,"Johnston",14,16,16.72188,-169.52398,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Johnston",-1,0,"JOH-00012","Lagoon","Mid",4232,0.339750849377123,20.4983012457531,2.03850509626274,0,0.339750849377123,0,1.4722536806342,29.1053227633069,46.2061155152888,960,883,20.8380520951302,0.450980392156863,"HA1201",2012-03-05,"Johnston",7,15,16.74728,-169.52397,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00003","Lagoon","Mid",4903,4.98338870431894,9.41306755260244,1.21816168327796,5.75858250276855,0.332225913621262,0,0.44296788482835,13.7320044296788,64.1196013289037,960,903,14.3964562569214,0.224525043177893,"HA1201",2012-05-09,"Kingman",14,15,6.39025,-162.3604,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00004","Forereef","Mid",4953,7.89473684210526,36.7276887871854,7.89473684210526,1.1441647597254,0.11441647597254,0.11441647597254,20.3661327231121,0,25.7437070938215,960,874,44.6224256292906,1.72566371681416,"HA1201",2012-05-12,"Kingman",15,15,6.43887,-162.38808,"2012","RAMP_BASIC","-1",0,0,"OCC-KIN-002"
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00005","Backreef","Mid",4952,4.28921568627451,12.7450980392157,17.156862745098,12.3774509803922,2.45098039215686,0.245098039215686,0.245098039215686,0.245098039215686,50.2450980392157,960,816,17.0343137254902,0.337378640776699,"HA1201",2012-05-12,"Kingman",12,14,6.3947,-162.3463,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00007","Lagoon","Mid",4941,15.7253599114064,23.1450719822813,1.66112956810631,10.5204872646733,0.8859357696567,3.32225913621263,0.664451827242525,0,44.0753045404208,960,903,38.8704318936877,0.820093457943925,"HA1201",2012-05-11,"Kingman",13,15,6.40215,-162.38545,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00010","Lagoon","Mid",4923,12.5416204217536,51.7203107658158,4.10654827968923,2.21975582685905,2.77469478357381,0.221975582685905,0,0,26.4150943396226,960,901,64.2619311875694,2.4125,"HA1201",2012-05-10,"Kingman",12,15,6.42038,-162.37942,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00011","Forereef","Mid",4939,5.51801801801802,54.0540540540541,1.57657657657658,6.08108108108108,1.35135135135135,0.563063063063063,12.2747747747748,0,18.5810810810811,960,888,59.5720720720721,3.11176470588235,"HA1201",2012-05-11,"Kingman",12,15,6.38198,-162.3462,"2012","RAMP_BASIC","-1",0,0,"OCC-KIN-006"
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00013","Forereef","Mid",4902,11.8238993710692,48.3018867924528,0.628930817610063,14.5911949685535,0.377358490566038,0.251572327044025,0.251572327044025,0.628930817610063,23.1446540880503,960,795,60.125786163522,2.56989247311828,"HA1201",2012-05-09,"Kingman",9,15,6.38223,-162.3843,"2012","RAMP_BASIC","-1",0,0,"OCC-KIN-009"
"CPCE","PRIAs",2012,"Kingman",-1,0,"KIN-00016","Backreef","Mid",4969,4.71264367816092,71.4942528735632,2.64367816091954,0.689655172413793,6.09195402298851,0.114942528735632,0.689655172413793,0,13.5632183908046,960,870,76.2068965517241,5.57142857142857,"HA1201",2012-05-13,"Kingman",6,8,6.3924,-162.3421,"2012","RAMP_BASIC","-1",0,0,"OCC-KIN-005"
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00001","Forereef","Mid",5008,14.6503884572697,12.7635960044395,5.32741398446171,15.5382907880133,2.10876803551609,0.221975582685905,0.332963374028857,7.65815760266371,41.3984461709212,960,901,27.4139844617092,0.658666666666667,"HA1201",2012-05-15,"Palmyra",12,16,5.86778,-162.06893,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00005","Forereef","Mid",5030,4.99468650371945,17.0031880977683,1.59404888416578,0.53134962805526,0,0.743889479277364,36.769394261424,12.327311370882,26.0361317747078,960,941,21.9978746014878,0.821428571428571,"HA1201",2012-05-17,"Palmyra",13,17,5.8956,-162.13792,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00011","Forereef","Mid",5057,29.112426035503,30.6508875739645,8.28402366863905,12.4260355029586,0.710059171597633,0.355029585798817,0,0.710059171597633,17.7514792899408,960,845,59.7633136094675,3.30065359477124,"HA1201",2012-05-19,"Palmyra",13,17,5.88342,-162.13353,"2012","RAMP_BASIC","-1",0,0,"OCC-PAL-017"
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00012","Forereef","Mid",5029,11.4994363021421,20.293122886133,4.847801578354,4.73506200676437,0.338218714768884,0,34.7237880496054,3.94588500563698,19.6166854565953,960,887,31.7925591882751,1.62068965517241,"HA1201",2012-05-17,"Palmyra",13,16,5.89737,-162.10798,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00019","Forereef","Mid",5043,10.7102593010147,48.9289740698985,7.89177001127396,6.65163472378805,0.450958286358512,0.338218714768884,4.73506200676437,0.676437429537768,19.6166854565953,960,887,59.6392333709132,2.98870056497175,"HA1201",2012-05-18,"Palmyra",13,16,5.8664,-162.10997,"2012","RAMP_BASIC","-1",0,0,"OCC-PAL-014"
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00021","Forereef","Mid",5028,18.5840707964602,15.929203539823,3.20796460176991,9.18141592920354,0.221238938053097,0.110619469026549,13.9380530973451,5.19911504424779,33.6283185840708,960,904,34.5132743362832,1.02295081967213,"HA1201",2012-05-17,"Palmyra",12,15,5.89565,-162.0861,"2012","RAMP_BASIC","-1",0,0,NA
"CPCE","PRIAs",2012,"Palmyra",-1,-1,"PAL-00025","Forereef","Mid",5010,8.23271130625686,30.6256860592755,5.37870472008782,0.329308452250274,0.439077936333699,0.21953896816685,25.7958287596048,0.21953896816685,28.7596048298573,960,911,38.8583973655324,1.34090909090909,"HA1201",2012-05-15,"Palmyra",15,15,5.86379,-162.03178,"2012","RAMP_BASIC","-1",0,0,"OCC-PAL-008"
"CPCE","PRIAs",2012,"Palmyra",-1,0,"PAL-00026","Forereef","Mid",5044,5.72057205720572,46.8646864686469,5.06050605060506,3.52035203520352,0,0,25.962596259626,1.98019801980198,10.8910891089109,960,909,52.5852585258526,4.82828282828283,"HA1201",2012-05-18,"Palmyra",14,16,5.86397,-162.1269,"2012","RAMP_BASIC","-1",0,0,"OCC-PAL-015"
"CPCE","PRIAs",2014,"Wake",-1,-1,"WAK-00001","Forereef","Mid",6505,0.701754385964912,68.0701754385965,0,0,0,0.350877192982456,1.05263157894737,0.701754385964912,29.1228070175439,310,285,68.7719298245614,2.33333333333333,"HA1401",2014-03-16,"Wake",14,18,19.28015,166.6275,"2014","RAMP_BASIC","-1",0,1,"OCC-WAK-008"
"CPCE","PRIAs",2014,"Wake",-1,-1,"WAK-00006","Forereef","Mid",6510,1.04529616724739,64.4599303135889,1.04529616724739,1.04529616724739,0,1.04529616724739,0,0,31.3588850174216,310,287,65.5052264808362,2.02150537634409,"HA1401",2014-03-17,"Wake",13,15,19.29172,166.6074,"2014","RAMP_BASIC","-1",0,1,"OCC-WAK-011"
"CPCE","PRIAs",2014,"Wake",-1,-1,"WAK-00008","Forereef","Mid",6511,8.37887067395264,19.672131147541,13.4790528233151,0.364298724954463,0,0.182149362477231,0,0,57.9234972677596,590,549,28.0510018214936,0.482758620689655,"HA1401",2014-03-17,"Wake",13,15,19.31654,166.5982,"2014","RAMP_BASIC","-1",0,1,"OCC-WAK-013"
"CPCE","PRIAs",2014,"Wake",-1,0,"WAK-00009","Forereef","Mid",6565,0,44.7019867549669,0.662251655629139,1.32450331125828,0,0.33112582781457,0,9.60264900662252,43.3774834437086,320,302,44.7019867549669,1.02272727272727,"HA1401",2014-03-19,"Wake",13.71533,13.71533,19.27116,166.6512,"2014","RAMP_BASIC","-1",0,1,NA
"CPCE","PRIAs",2014,"Wake",0,-1,"WAK-00023","Forereef","Mid",6540,3.80622837370242,60.2076124567474,1.03806228373702,0.69204152249135,0,0,0,0,34.2560553633218,310,289,64.0138408304498,1.86868686868687,"HA1401",2014-03-19,"Wake",13.71533,13.71533,19.31602,166.6272,"2014","RAMP_BASIC","-1",0,1,"OCC-WAK-002"
"CPCE","PRIAs",2014,"Wake",0,-1,"WAK-00024","UNKNOWN","UNKNOWN",6541,1.36054421768707,62.9251700680272,0.340136054421769,0.340136054421769,0,0,10.5442176870748,1.02040816326531,23.469387755102,320,294,64.2857142857143,2.73913043478261,"HA1401",2014-03-19,"Wake",14.3249,14.3249,19.30616,166.6511,"2014","RAMP_BASIC","-1",0,1,"OCC-WAK-005"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OFU-00001","Forereef","Mid",4815,41.6017797552836,10.1223581757508,18.020022246941,3.89321468298109,7.00778642936596,0.556173526140156,0,4.44938820912125,14.349276974416,960,899,51.7241379310345,3.47014925373134,"HA1201",2012-04-26,"Ofu & Olosega",14,14,-14.16463,-169.65568,"2012",NA,"-1",0,0,"OCC-OFU-004"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OFU-00002","Forereef","Mid",4792,44.9048152295633,23.8521836506159,4.14333706606943,0.447928331466965,1.45576707726764,0.335946248600224,0,0,24.8600223964166,960,893,68.7569988801792,2.72888888888889,"HA1201",2012-04-25,"Ofu & Olosega",12,15,-14.1846,-169.67602,"2012",NA,"-1",0,0,NA
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OFU-00003","Forereef","Mid",4813,22.4534501642935,23.7677984665936,4.38116100766703,0.547645125958379,0,2.62869660460022,0,0,46.2212486308872,960,913,46.2212486308872,0.946188340807175,"HA1201",2012-04-26,"Ofu & Olosega",13,16,-14.18653,-169.66115,"2012",NA,"-1",0,0,"OCC-OFU-012"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OFU-00004","Forereef","Mid",4791,23.4244946492271,23.5434007134364,6.42092746730083,24.8513674197384,0.237812128418549,0.356718192627824,0,0.118906064209275,21.0463733650416,960,841,46.9678953626635,2.19444444444444,"HA1201",2012-04-25,"Ofu & Olosega",10,14,-14.17737,-169.64957,"2012",NA,"-1",0,0,NA
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OFU-00006","Forereef","Mid",4793,34.6985210466439,24.5733788395904,10.580204778157,0.113765642775882,8.87372013651877,0,1.36518771331058,0,19.7952218430034,960,879,59.2718998862344,2.99425287356322,"HA1201",2012-04-25,"Ofu & Olosega",11,16,-14.1738,-169.68182,"2012",NA,"-1",0,0,"OCC-OFU-014"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,-1,"OFU-00009","Forereef","Mid",4814,10.4097452934662,30.1218161683278,1.32890365448505,0,0.775193798449612,2.43632336655592,0,0.664451827242525,54.2635658914729,960,903,40.531561461794,0.71484375,"HA1201",2012-04-26,"Ofu & Olosega",10,11,-14.15785,-169.67442,"2012",NA,"-1",0,0,"OCC-OFU-002"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OLO-00001","Forereef","Mid",4769,34.6511627906977,25.4651162790698,1.74418604651163,0.116279069767442,9.65116279069767,0.116279069767442,1.04651162790698,0,27.2093023255814,960,860,60.1162790697674,2.2,"HA1201",2012-04-24,"Ofu & Olosega",13,16,-14.16869,-169.60803,"2012",NA,"-1",0,0,"OCC-OFU-006"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OLO-00004","Forereef","Mid",4768,24.3146603098927,40.7628128724672,3.93325387365912,3.57568533969011,0.953516090584029,0.476758045292014,0.357568533969011,0.595947556615018,25.0297973778308,960,839,65.07747318236,2.55140186915888,"HA1201",2012-04-24,"Ofu & Olosega",10,15,-14.18122,-169.62707,"2012",NA,"-1",0,0,"OCC-OFU-007"
"CPCE","SAMOA",2012,"Ofu & Olosega",-1,0,"OLO-00005","Forereef","Mid",4770,20.7482993197279,36.3945578231293,15.5328798185941,2.38095238095238,0.90702947845805,0.90702947845805,0,0.566893424036281,22.562358276644,960,882,57.1428571428571,2.43478260869565,"HA1201",2012-04-24,"Ofu & Olosega",9,13,-14.16373,-169.62435,"2012",NA,"-1",0,0,"OCC-OFU-005"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00001","Forereef","Mid",4710,35.0943396226415,13.4591194968553,6.41509433962264,0.628930817610063,0.125786163522013,18.2389937106918,0.251572327044025,1.0062893081761,24.7798742138365,960,795,48.5534591194969,1.12865497076023,"HA1201",2012-04-20,"ROS_SANCTUARY",11,14,-14.5395,-168.1457,"2012",NA,"-1",0,0,"OCC-ROS-002"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00003","Forereef","Mid",4649,40.2813299232737,14.8337595907928,0.895140664961637,0.639386189258312,0,19.693094629156,1.0230179028133,0,22.6342710997442,960,782,55.1150895140665,1.30211480362538,"HA1201",2012-04-18,"ROS_SANCTUARY",12,15,-14.55563,-168.1469,"2012",NA,"-1",0,0,NA
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00004","Forereef","Mid",4663,55.0602409638554,12.4096385542169,1.20481927710843,5.30120481927711,0.120481927710843,0,0,0,25.9036144578313,930,830,67.4698795180723,2.6046511627907,"HA1201",2012-04-19,"ROS_SANCTUARY",10,15,-14.559317,-168.160583,"2012",NA,"-1",0,0,"OCC-ROS-008"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00006","Forereef","Mid",4723,55.1236749116608,4.35806831566549,1.76678445229682,20.37691401649,0.117785630153121,1.06007067137809,0.117785630153121,0,17.0789163722026,960,849,59.4817432273263,3.27922077922078,"HA1201",2012-04-21,"ROS_SANCTUARY",12,17,-14.53644,-168.16515,"2012",NA,"-1",0,0,"OCC-ROS-014"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00007","Forereef","Mid",4664,31.0967741935484,8.7741935483871,12.3870967741935,20.6451612903226,0,3.87096774193548,0.258064516129032,0,22.9677419354839,960,775,39.8709677419355,1.48557692307692,"HA1201",2012-04-19,"ROS_SANCTUARY",11,15,-14.549417,-168.168467,"2012","NO SCHEME","-1",-1,0,"OCC-ROS-010"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00008","Lagoon","Mid",4709,1.6489988221437,11.4252061248528,2.00235571260306,0,0.117785630153121,0.235571260306243,0,10.3651354534747,74.2049469964664,960,849,13.0742049469965,0.175632911392405,"HA1201",2012-04-20,"ROS_INNER",8,13,-14.53775,-168.1537,"2012",NA,"-1",0,0,NA
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00009","Lagoon","Mid",4722,0.113122171945701,35.8597285067873,0,0,0,4.07239819004525,0,8.5972850678733,51.3574660633484,960,884,35.972850678733,0.648979591836735,"HA1201",2012-04-21,"ROS_INNER",6,11,-14.551,-168.16085,"2012","NO SCHEME","-1",0,0,NA
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00019","Forereef","Mid",4647,41.956241956242,16.988416988417,1.93050193050193,0.128700128700129,0,8.23680823680824,1.28700128700129,0.257400257400257,29.2149292149292,960,777,58.9446589446589,1.57388316151203,"HA1201",2012-04-18,"ROS_SANCTUARY",14,14,-14.54895,-168.13792,"2012",NA,"-1",0,0,"OCC-ROS-006"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00023","Forereef","Mid",4665,52.0581113801453,14.6489104116223,1.45278450363196,13.317191283293,0,0.36319612590799,0.605326876513317,0,17.5544794188862,960,826,66.7070217917675,3.72297297297297,"HA1201",2012-04-19,"ROS_SANCTUARY",12,15,-14.542217,-168.1727,"2012",NA,"-1",0,0,"OCC-ROS-013"
"CPCE","SAMOA",2012,"Rose",-1,0,"ROS-00025","Forereef","Mid",4708,43.1350114416476,31.350114416476,0.45766590389016,6.17848970251716,0.11441647597254,1.83066361556064,0,0.22883295194508,16.7048054919908,960,874,74.4851258581236,4.01851851851852,"HA1201",2012-04-20,"ROS_SANCTUARY",10,10,-14.529383,-168.153483,"2012",NA,"-1",0,0,NA
"CPCE","SAMOA",2012,"Tau",-1,0,"TAU-00002","Forereef","Mid",4751,18.6608122941822,41.2733260153677,8.56201975850714,0.21953896816685,3.29308452250274,0.439077936333699,2.74423710208562,0,24.807903402854,960,911,59.9341383095499,2.37391304347826,"HA1201",2012-04-23,"TAU_OPEN",9,15,-14.25116,-169.44694,"2012",NA,"-1",0,0,"OCC-TAU-007"
"CPCE","SAMOA",2012,"Tau",-1,-1,"TAU-00004","Forereef","Mid",4733,5.25751072961373,35.4077253218884,13.1974248927039,0.107296137339056,0.214592274678112,0.107296137339056,0,5.47210300429185,40.2360515021459,960,932,40.6652360515021,1.00797872340426,"HA1201",2012-04-22,"TAU_OPEN",11,14,-14.2124,-169.44067,"2012",NA,"-1",0,0,"OCC-TAU-002"
"CPCE","SAMOA",2012,"Tau",-1,0,"TAU-00007","Forereef","Mid",4752,26.7441860465116,25.3488372093023,8.25581395348837,1.51162790697674,0.232558139534884,0.116279069767442,0,2.2093023255814,35.5813953488372,960,860,52.093023255814,1.45928338762215,"HA1201",2012-04-23,"TAU_OPEN",11,15,-14.22728,-169.41792,"2012",NA,"-1",0,0,"OCC-TAU-005"
"CPCE","SAMOA",2012,"Tau",-1,0,"TAU-00008","Forereef","Mid",4750,9.04198062432723,24.3272335844995,15.6081808396125,0.215285252960172,0.215285252960172,1.39935414424112,0.322927879440258,0,48.8697524219591,960,929,33.3692142088267,0.663811563169165,"HA1201",2012-04-23,"TAU_OPEN",11,16,-14.26257,-169.47492,"2012",NA,"-1",0,0,"OCC-TAU-008"
"CPCE","SAMOA",2012,"Tau",-1,0,"TAU-00011","Forereef","Mid",4732,5.97176981541802,46.3626492942454,5.64603691639522,0,0.217155266015201,0.1085776330076,0,0.651465798045603,41.042345276873,960,921,52.3344191096634,1.27176781002639,"HA1201",2012-04-22,"TAU_OPEN",13,16,-14.21738,-169.51308,"2012",NA,"-1",0,0,"OCC-TAU-013"
"CPCE","SAMOA",2012,"Tau",-1,-1,"TAU-00012","Forereef","Mid",4731,25.539160045403,24.6311010215664,9.87514188422247,0.454029511918275,0,0.113507377979569,0,5.33484676503973,34.0522133938706,960,881,50.1702610669694,1.46843853820598,"HA1201",2012-04-22,"TAU_SANCTUARY",9,15,-14.25755,-169.50068,"2012",NA,"-1",0,0,"OCC-TAU-011"
"CPCE","SAMOA",2012,"Tutuila",-1,0,"TUT-00001","Forereef","Mid",4579,16.4971751412429,5.98870056497175,14.8022598870057,11.9774011299435,0.338983050847458,42.3728813559322,1.01694915254237,0,7.00564971751412,960,885,22.4858757062147,0.455377574370709,"HA1201",2012-04-07,"TUT_SE_OPEN",12,14,-14.28443,-170.63793,"2012",NA,"-1",0,0,"OCC-TUT-012"
"CPCE","SAMOA",2012,"Tutuila",-1,0,"TUT-00002","Forereef","Mid",4580,7.05479452054795,18.6301369863014,17.6712328767123,5.82191780821918,0.0684931506849315,5.61643835616438,0,3.49315068493151,41.6438356164384,1600,1460,25.6849315068493,0.543478260869565,"HA1201",2012-04-07,"TUT_SE_OPEN",12,14,-14.27779,-170.60717,"2012",NA,"-1",0,0,"OCC-TUT-009"
